文件全称,失败次数
国际植物保护公约组织制定的国际植物检疫措施建议,1
中国进出境动植物检疫风险分析委员会,1
相关输出国家或者地区官方植物检疫部门,1
道路运输车辆技术管理规定,1
有关道路运输的法律、法规及规章,1
地质勘探安全规程,1
等法律法规,1
国务院金融管理部门关于证券基金期货投资者适当性的有关规定,1
金融产品适当性管理办法（试行）,1
中华人民共和国危险物品运输管理规定,1
含多氯联苯(PCBS)废物的暂存库和集中封存库设计规范,1
含多氯联苯(PCBS)水质、土壤污染控制值(暂定)进行使用和管理(附件三),1
中华人民共和国能源部和国家环境保护局,1
中华人民共和国国家知识产权局关于地理标志保护的有关规定,1
国家工商行政管理局1994年12月30日发布的《集体商标、证明商标注册和管理办法》,1
设区的市级安全生产监督管理部门,1
国家知识产权局商标评审委员会,1
中华人民共和国国家工商行政管理总局关于公布《驰名商标认定和保护规定》的公告,1
中华人民共和国监督抽验管理办法,1
中华人民共和国中国纤维质量监测中心制定办法,1
麻类纤维质量信用评定办法,1
中华人民共和国国家有关麻类纤维标准,1
中华人民共和国地下水管理条例,1
中华人民共和国水资源税改革试点实施办法,1
东营市发展和改革委员会与有关部门联合制定的相关文件,1
中华人民共和国国家标准 汽车和挂车类型的术语和定义,1
中华人民共和国国家标准 乘用车燃料消耗量评价方法及指标,1
新能源乘用车车型积分计算方法,1
中华人民共和国工业和信息化部、财政部、商务部、海关总署、国家市场监督管理总局联合建立乘用车企业平均燃料消耗量与新能源汽车积分信用管理制度,1
中华人民共和国工业和信息化部信息公开办法,1
中华人民共和国车辆生产企业及产品准入管理办法,1
中华人民共和国关于加强乘用车企业平均燃料消耗量管理的通知,1
中华人民共和国市场监督管理总局关于抽样机构授权委托书的规范要求,1
中华人民共和国县级市场监督管理部门,1
市场监督管理部门授权委托书,1
产品质量监督抽查管理暂行办法监督抽查实施细则,1
中华人民共和国市场监督管理总局职能配置、内设机构和人员编制规定,1
中华人民共和国原国家工商行政管理总局令第85号公布的《流通领域商品质量监督管理办法》,1
交通运输和相关统一信用信息共享平台,1
建设工程文件归档规范,1
合同文件,1
中华人民共和国交通运输部令2016年第9号修改的《公路水运工程安全生产监督管理办法》,1
中华人民共和国地方公安机关,1
中华人民共和国公安机关批准登记管理办法,1
有关法律、法规、规章,1
中华人民共和国国家质量技术监督局、中华人民共和国公安部,1
原国家安全生产监督管理局〈国家煤矿安全监察局〉令第20号,1
国务院有关安全生产监督管理的规定,1
行政机关公务员处分条例,1
省、自治区、直辖市人民代表大会及其常务委员会或者省、自治区、直辖市人民政府制定的关于地方安全生产监督管理部门及其内设机构、行政执法人员责任追究的规定,1
煤矿安全监察行政处罚办法,1
国家安全生产监督管理总局关于统一制作煤矿安全监察员证的通知,1
生产安全事故罚款处罚规定（试行）,1
原国家安全生产监督管理局（国家煤矿安全监察局）2001年4月27日公布的《煤矿安全监察程序暂行规定》,1
中华人民共和国政务信息共享促进条例,1
本级安全生产监督管理部门,1
原国家安全生产监督管理局（国家煤矿安全监察局）2004年5月17日公布、国家安全生产监督管理总局2015年6月8日修改的《煤矿企业安全生产许可证实施办法》,1
中华人民共和国纤维质量监督管理条例,1
中华人民共和国行政执法过错责任追究条例,1
中华人民共和国进出口商品检验法及其实施条例,1
中华人民共和国海关总署规定,1
中华人民共和国双边协议、议定书、备忘录以及其他双边协定,1
中华人民共和国检验检疫证书,1
海关总署公告2020年第129号,1
中华人民共和国海关总署公告2020年第129号,1
中华人民共和国海关总署关于信息备案管理的相关规定,1
中国其他法律法规,1
贸易合同或者信用证中注明的检疫要求,1
中华人民共和国进出境货物检验检疫管理规定,1
中华人民共和国国境卫生检疫法及其实施条例,1
进出境非食用动物产品检验检疫管理规定,1
国务院金融管理部门关于金融产品适当性管理的相关规定,1
中华人民共和国相关法规及监管制度,1
中国保险资产管理业协会,1
国家金融监督管理总局,1
原国家安全生产监督管理局（国家煤矿安全监察局）公布的《非煤矿山企业安全生产许可证实施办法》,1
中华人民共和国国家知识产权局与其他国家或者地区专利审查机构签订的双边或者多边协议,1
发明专利申请优先审查管理办法,1
国家知识产权局统一制订的专利实施许可合同范本,1
国家知识产权局令第十八号发布的《专利实施许可合同备案管理办法》,1
中华人民共和国专利局令第八号发布的《专利权质押合同登记管理暂行办法》,1
国家知识产权局令第二十九号发布的《专利标记和专利号标注方式的规定》,1
中华人民共和国管理专利工作的部门,1
中华人民共和国管理专利工作的部门作出的认定侵权行为成立的处理决定书,1
管理专利工作的部门受理通知书,1
管理专利工作的部门出具的撤销案件通知书,1
中华人民共和国人民政府管理专利工作的部门,1
中华人民共和国国家知识产权局令第十九号发布的《专利行政执法办法》,1
国家质量监督检验检疫总局另行制定的相关规定,1
国家质量监督检验检疫总局关于修改〈中华人民共和国工业产品生产许可证管理条例实施办法〉的决定,1
船舶污染事故报告书,1
中华人民共和国国家海事管理机构组织的培训规定,1
中华人民共和国船舶污染事故认定书,1
国家海上溢油应急处置部际联席会议,1
中华人民共和国新闻发布的相关规定,1
国家海事管理机构,1
中华人民共和国省级交通主管部门所属的海事管理机构,1
中华人民共和国内河海事行政处罚规定,1
中华人民共和国船舶安全营运和防止污染管理规则,1
海事管理机构,1
法律、行政法规、有关标准,1
船舶排放控制区大气污染防治控制要求,1
中华人民共和国法律、中华人民共和国行政法规、国务院交通运输主管部门的规定、中华人民共和国缔结或者加入的国际条约,1
中华人民共和国海事局关于船舶污染物接收与处理管理的规定,1
中华人民共和国海事行政许可条件规定,1
中华人民共和国海事管理机构公布的具有相应安全装卸和污染物处理能力的码头、装卸站名单,1
中华人民共和国海上交通安全法和防治船舶污染海洋环境管理条例及相关技术规范,1
中华人民共和国海事管理机构特别规定,1
法律、行政法规和国务院决定,1
国家知识产权局关于专利代理机构变更登记的公告,1
中华人民共和国专利代理职业道德与执业纪律规范,1
专利代理管理系统,1
世界贸易组织公开信息平台,1
中华人民共和国国家知识产权局关于专利实施强制许可程序的有关规定,1
司法机关或者反垄断执法机构依法将专利权人行使专利权的行为认定为垄断行为的判决或者决定,1
国家知识产权局令第三十七号发布的《涉及公共健康问题的专利实施强制许可办法》,1
中华人民共和国国家发展和改革委员会、中华人民共和国商务部、中华人民共和国生态环境部及其授权部门进口许可证件管理范围,1
加工贸易管理办法,1
中华人民共和国海关关于进出口货物退运的管理规定,1
中华人民共和国海关关于加工贸易边角料、节余料件、残次品、副产品和受灾保税货物的管理办法,1
中华人民共和国海关监管场所管理办法,1
国家主管部门或者法律法规授权的计量检定机构,1
中华人民共和国海关暂时进出境货物管理办法,1
中华人民共和国海关事务担保条例,1
中华人民共和国海关化验管理规定,1
中华人民共和国海关行政处罚实施条例,1
中华人民共和国缔结或者加入的有关国际条约,1
中华人民共和国国家有关防治船舶及其有关作业活动污染海洋环境的规范和标准,1
国家有关防治污染规定,1
中华人民共和国国家海事管理机构公布的船舶污染清除协议样本,1
中华人民共和国交通运输部规定,1
中华人民共和国法律、行政法规、规范、标准,1
中华人民共和国国家规定的防污染技术标准,1
中华人民共和国污染危害性货物过驳作业管理规定,1
中华人民共和国污染危害性货物过驳作业管理要求,1
中华人民共和国直属海事管理机构,1
中华人民共和国事故发生地海事管理机构,1
中华人民共和国事故发现地海事管理机构,1
中华人民共和国共同的上级海事管理机构,1
所在地省级市场监督管理部门,1
原国家质量监督检验检疫总局令第167号发布的《中国质量奖管理办法》,1
国家安全生产方针政策及有关法律法规、标准等,1
国务院国有资产监督管理委员会,1
中华人民共和国国务院国有资产监督管理委员会关于中央企业安全生产应急管理的指导意见,1
国家和行业有关规定,1
中华人民共和国国务院关于实施国家突发公共事件总体应急预案的决定,1
国家和行业的有关规定,1
国家突发环境事件应急预案,1
中央企业节能减排监督管理暂行办法,1
中华人民共和国知识产权相关法律法规,1
国家统一的企业标准信息公共服务平台,1
国家知识产权局关于推动知识产权证券化工作的指导意见,1
企业标准信息公共服务平台,1
国外先进标准,1
中华人民共和国国家标准ＧＢＩ《标准化工作导则》,1
省、自治区、直辖市人民政府关于企业产品标准备案的具体规定,1
中华人民共和国企业产品标准备案管理办法,1
国家标准总局关于颁发《工业企业标准化工作管理办法（试行）》的通知,1
中华人民共和国技术委员会章程,1
中华人民共和国国家有关财务制度的规定,1
中华人民共和国财政部有关财政资金管理规定,1
中华人民共和国审计机关,1
技术委员会章程,1
国务院标准化行政主管部门以前发布的部门规章,1
中华人民共和国地方人民政府负有冶金有色安全生产监管职责的部门,1
起重机械定期检验规则,1
工业企业煤气安全规程,1
爆炸危险环境电力装置设计规范,1
国家安全生产监督管理总局令第26号,1
冶金企业安全生产监督管理规定,1
医疗器械不良事件监测和再评价管理办法,1
医疗器械使用质量管理制度,1
中华人民共和国食品药品监督管理法,1
医疗器械临床试验质量管理规范,1
国家卫生和计划生育委员会的有关规定,1
中华人民共和国国家标准 GB/T 19001 质量管理体系 要求,1
中华人民共和国医药行业标准 YY/T 0287 医疗器械质量管理体系 用于法规的要求,1
医疗器械生产企业质量体系考核报告,1
质量体系考核企业自查表,1
国家安全生产监督管理总局关于公布涉及危险化工工艺和重点监管危险化学品的企业名单的通知,1
建筑设计防火规范,1
石油化工企业设计防火规范,1
中华人民共和国国家标准法,1
危险化学品重大危险源辨识,1
危险化学品重大危险源监督管理暂行规定,1
中华人民共和国省级安全生产监督管理部门,1
中华人民共和国县级安全生产监督管理部门,1
中华人民共和国国家安全生产监督管理总局备案管理办法,1
原国家安全生产监督管理局（国家煤矿安全监察局）2004年5月17日公布的《危险化学品生产企业安全生产许可证实施办法》,1
环境保护标准,1
符合环境保护规定要求的场所或者设施,1
国家煤炭管理部门商有关部门制定的具体办法,1
中华人民共和国商品煤标识（GB/T25209-2010）,1
中华人民共和国国家发展和改革委员会 国家能源局,1
政务信息共享平台管理办法,1
市场监督管理严重违法失信名单管理办法,1
中华人民共和国合法营业证明,1
中华人民共和国印刷业管理条例,1
国家工商行政管理局1996年9月5日发布的《商标印制管理办法》,1
国家知识产权局关于印发《商标评审规则》的通知,1
国家知识产权局规定,1
中华人民共和国婴幼儿配方乳粉食品安全国家标准,1
全国固体废物污染环境防治信息平台,1
中华人民共和国生态环境保护有关法律法规和强制性标准,1
中华人民共和国自然保护区条例及其他需要特别保护区域的管理规定,1
中华人民共和国国务院生态环境主管部门有关规定,1
防治尾矿污染环境管理规定,1
国家市场监督管理总局指定计划,1
中华人民共和国国家市场监督管理总局官方网站,1
国家强制性产品认证规范和认证规则,1
中华人民共和国经授权的国务院有关部门对外签署的国际互认协议,1
国家市场监督管理总局规定,1
中华人民共和国市场监管总局或其授权的有关部门对外签署的国际互认协议,1
中华人民共和国市场监管总局,1
具体产品认证规则,1
国家市场监督管理总局指定实验室管理办法,1
中华人民共和国强制性产品认证实施规则,1
中华人民共和国对外援助法,1
中国认证认可协会认证人员注册机构管理办法,1
国家质量监督检验检疫总局2001年12月3日公布的《强制性产品认证管理规定》,1
中华人民共和国法律、行政法规和强制性国家标准,1
中华人民共和国国务院关于修改〈中华人民共和国专利法实施细则〉的决定,1
中华人民共和国全国人民代表大会常务委员会关于修改〈中华人民共和国专利法〉的决定,1
中华人民共和国农业部与国家认证认可监督管理委员会联合发布文件,1
中华人民共和国无公害农产品产地环境标准,1
无公害农产品生产技术标准,1
无公害农产品生产管理规范,1
无公害农产品质量控制与记录管理规定,1
中华人民共和国农业投入品禁用与淘汰目录,1
中华人民共和国农业部和国家认证认可监督管理委员会,1
中华人民共和国农业部和国家认证认可监督管理委员会公告,1
中华人民共和国无公害农产品标志管理办法,1
中华人民共和国农业部、中华人民共和国国家质量监督检验检疫总局、国家认证认可监督管理委员会,1
省、自治区、直辖市人民政府确定的部门,1
相关法律、行政法规,1
中华人民共和国无照经营查处取缔办法,1
中国有机产品国家标准,1
中华人民共和国国家对外签署的国际合作协议,1
中华人民共和国国家标准 产品认证机构通用要求,1
中华人民共和国国家标准 有机产品 生产、加工、标识和管理体系要求,1
有机产品认证目录,1
国家认证认可监督管理委员会确定的信息系统,1
中华人民共和国有机产品产品标识,1
国家认证认可监督管理委员会规定,1
有机产品国家标准,1
国家认证认可监督管理委员会关于统一有机产品认证标志编号规则的规定,1
国家质检总局2004年11月5日公布的《有机产品认证管理办法》,1
中华人民共和国国家质量监督检验检疫总局、中华人民共和国国家发展和改革委员会、中华人民共和国水利部共同授权的中国标准化研究院,1
中华人民共和国相关产品水效强制性国家标准,1
中华人民共和国国家认可机构管理办法,1
国家统一规定的水效标识样式（基本样式见附件）,1
中华人民共和国国家发展和改革委员会、中华人民共和国水利部、中华人民共和国国家质量监督检验检疫总局,1
国务院发布的土壤污染防治行动计划,1
中华人民共和国国家环境标准和技术规范,1
国家环境保护总局制定的技术规范,1
国家环境保护总局指定的环境监测仪器检测机构适用性检测合格的产品,1
国家有关污染源在线自动监控（监测）系统数据传输和接口标准的技术规范,1
国家有关环境监测技术规范,1
中华人民共和国环境污染治理设施运营资质许可管理办法,1
中华人民共和国水污染防治法实施细则,1
中华人民共和国生态环境部规章,1
中华人民共和国环境污染治理设施运营资质管理办法,1
污染源自动监控设施现场监督检查技术规范,1
环境保护产品认证管理办法,1
环境污染治理设施运营资质许可管理办法,1
国家发展和改革委员会关于完善脱硫脱硝电价政策的通知,1
中华人民共和国国家标准 机动车辆及挂车分类,1
信息安全技术 网络安全等级保护基本要求,1
国家互联网信息办公室、工业和信息化部、公安部、交通运输部联合发布的相关文件,1
中华人民共和国当地物价部门规定的收费标准,1
公安部消防局,1
消防产品认证机构和实验室管理工作规则,1
技术鉴定,1
行业标准,1
中华人民共和国公安部建设工程消防监督管理规定,1
消防产品现场检查判定规则,1
中华人民共和国公安部公安机关办理行政案件程序规定,1
国家安全生产监督管理总局关于安全生产许可证统一编号的规定,1
烟花爆竹工程设计安全规范,1
烟花爆竹企业安全监控系统通用技术条件,1
烟花爆竹安全与质量（GB10631）,1
国家有关烟花爆竹流向信息化管理的规定,1
中华人民共和国法律、中华人民共和国行政法规、中华人民共和国规章、中华人民共和国国家标准、中华人民共和国行业标准,1
原国家安全生产监督管理局、国家煤矿安全监察局2004年5月17日公布的《烟花爆竹生产企业安全生产许可证实施办法》,1
中华人民共和国安全生产责任保险条例,1
全国统一的烟花爆竹流向管理信息系统,1
国家安全生产监督管理总局、国家煤矿安全监察局,1
国务院总值班室,1
中华人民共和国法律、法规、规章以及中华人民共和国国务院及地方各级人民政府应急管理部门和其他负有安全生产监督管理职责的部门的应急预案,1
中华人民共和国国家标准 生产安全事故应急演练指南,1
国家应急物资储备管理办法,1
生产安全事故应急演练基本规范,1
中华人民共和国应急管理部,1
省级煤矿安全监察机构,1
省级煤矿安全监察机构所属分局,1
相关法律、法规和规章,1
国家安全生产监督管理总局和国家煤矿安全监察局,1
《国际承认用于专利程序的微生物保藏布达佩斯条约》,1
中华人民共和国生物安全法、中华人民共和国进出境动植物检疫法、中华人民共和国海关法等,1
中华人民共和国专利局公告第八号发布的《中国典型培养物中心用于专利程序的微生物保藏办法》,1
中华人民共和国中国纤维检验局,1
国家质量监督检验检疫总局令第89号发布的《絮用纤维制品质量监督管理办法》,1
中华人民共和国市场监管总局规章,1
中华人民共和国国家标准《汽车和挂车类型的术语和定义》,1
国家密码管理局,1
相关关键信息基础设施保护工作部门,1
网络产品和服务安全审查办法（试行）,1
网络食品安全违法行为查处办法,1
国家药品监督管理局制定的统一药品追溯标准和规范,1
药品经营质量管理规范及其现场检查指导原则,1
设区的市级药品监督管理部门,1
中华人民共和国国家有关药品管理的行政法规、规章及规范性文件,1
中华人民共和国国家有关放射性药品管理的行政法规或规范性文件,1
省级以上药品监督管理部门规定,1
药品网络销售监督管理有关规定,1
中国共产党纪律检查机关监督执纪工作规则,1
中华人民共和国疫苗管理法、中华人民共和国药品管理法、中华人民共和国麻醉药品和精神药品管理条例、中华人民共和国放射性污染防治法、易制毒化学品管理条例等,1
中华人民共和国原国家食品药品监督管理局令第26号公布的《药品流通监督管理办法》,1
国务院民用航空主管部门会同国务院建设主管部门公布的专业工程范围文件,1
运输机场建设管理规定,1
中华人民共和国民用航空局委托的质量监督机构,1
中华人民共和国法律、中华人民共和国行政法规、有关技术标准、设计文件、合同约定,1
运输机场专业工程建设合同示范文本,1
有关法律、法规和规章,1
民航专业工程质量监督管理规定,1
国务院办公厅印发的《新污染物治理行动方案》,1
国家铁路局关于设立地区铁路监督管理局的决定,1
国家铁路局,1
中华人民共和国建设工程勘察设计管理条例,1
中华人民共和国依法实行许可或者认证规定,1
国家和行业有关规程、规范和标准,1
中华人民共和国依法实行许可或认证管理办法,1
中华人民共和国法律法规、相关行业规章,1
中华人民共和国铁路交通事故应急救援和调查处理条例,1
铁路建设工程质量管理规定,1
中华人民共和国产品质量法、中华人民共和国行政许可法、中华人民共和国标准化法、中华人民共和国行业标准管理办法、中华人民共和国技术规范管理办法,1
缺陷产品召回管理条例,1
国家铁路局统计机构,1
安装或者维修说明等技术资料,1
中华人民共和国法律、行政法规、规章,1
铁路交通事故应急救援和调查处理条例,1
无障碍设计规范（GB 50763）,1
国家有关规范性文件,1
国家铁路局关于运输服务质量问题分类标准的规定,1
中国银行业监督管理委员会关于个人理财业务的相关规定,1
中国银行业监督管理委员会审慎监管指标管理办法,1
国际财务报告准则,1
中国银行业监督管理委员会地方派出机构,1
国际及国内市场惯例,1
中华人民共和国商业银行市场风险资本计量内部模型法监管指引,1
中华人民共和国商业银行资本充足率管理办法,1
中国银行业监督管理委员会关于信息披露的规定,1
中华人民共和国外资银行管理条例,1
中华人民共和国部门规章,1
中华人民共和国国家有关少数民族文字使用的规定,1
国家市场监督管理总局发布的其他相关规定,1
原卫生部公布的《保健食品标识规定》,1
中华人民共和国有关法律、行政法规、国家标准或者行业标准,1
冷库安全规程,1
中华人民共和国国家食品安全主体责任管理制度,1
中华人民共和国食品安全标准,1
中华人民共和国国家市场监督管理总局有关规定,1
中华人民共和国本行政区域的食品相关产品质量安全风险监测方案,1
中华人民共和国有关要求,1
中华人民共和国卫生行政部门,1
中华人民共和国有关消毒剂质量安全监督管理的法律法规或规范性文件,1
中华人民共和国食品药品监督管理局,1
中华人民共和国农业农村部关于食用农产品包装管理的相关规定,1
食品安全国家标准 食品标签通用标准,1
食品安全标准,1
食品生产许可管理办法,1
食品经营许可管理办法,1
中华人民共和国食品安全事故应急预案,1
中华人民共和国食品安全法及其实施条例,1
中华人民共和国相关法律法规及纪律规定,1
中华人民共和国专利代理师代表,1
国家知识产权局制定的考试政策和考务管理制度,1
专利代理师资格考试大纲,1
中华人民共和国学位条例,1
考场管理机系统操作规范,1
国家教育考试违规处理办法,1
国家知识产权局,1
专利代理师资格考试考务管理办法,1
国家知识产权局与考试服务方签订的委托合同,1
国家知识产权局关于专利代理师资格考试管理的相关规定,1
中华人民共和国国家知识产权局令第49号发布的《专利代理人资格考试违纪行为处理办法》,1
国家有关经营异常名录管理的规定,1
国家有关严重违法失信名单管理的规定,1
行政处罚程序,1
国家知识产权局令第25号发布的《专利代理惩戒规则（试行）》,1
每日锅炉质量安全检查记录,1
国家市场监督管理总局制定的《锅炉质量安全管理人员考核指南》,1
每日压力容器质量安全检查记录,1
国家市场监督管理总局制定的《压力容器质量安全管理人员考核指南》,1
每日气瓶质量安全检查记录,1
国家市场监督管理总局制定的《气瓶质量安全管理人员考核指南》,1
每日压力管道质量安全检查记录,1
国家市场监督管理总局制定的《压力管道质量安全管理人员考核指南》,1
每日电梯质量安全检查记录,1
国家市场监督管理总局制定的《电梯质量安全管理人员考核指南》,1
每日起重机械质量安全检查记录,1
国家市场监督管理总局制定的《起重机械质量安全管理人员考核指南》,1
每日客运索道质量安全检查记录,1
国家市场监督管理总局制定的《客运索道质量安全管理人员考核指南》,1
每日大型游乐设施质量安全检查记录,1
国家市场监督管理总局制定的《大型游乐设施质量安全管理人员考核指南》,1
每日场车质量安全检查记录,1
国家市场监督管理总局制定的《场车质量安全管理人员考核指南》,1
网络数据安全管理条例,1
职业病防治法,1
专利法,1
中华人民共和国清洁生产促进法,1
固体废物污染环境防治法,1
中华人民共和国黄河保护法,1
中华人民共和国海上交通安全法,1
中华人民共和国疫苗管理法,1
中华人民共和国价格法第十四条,1
中华人民共和国环境保护税法,1
中华人民共和国废弃电器电子产品回收处理管理条例,1
中华人民共和国计算机软件保护条例,1
中华人民共和国矿山安全法,1
中华人民共和国军事设施保护法,1
中华人民共和国放射性污染防治法,1
